country,location_name,timezone,last_updated,travel_safety
Uzbekistan,Tashkent,Asia/Tashkent,2024-05-16 19:00,Safe
Vanuatu,Port Vila,Pacific/Efate,2024-05-17 01:15,Caution
Venezuela,Caracas,America/Caracas,2024-05-16 10:15,Safe
Vietnam,Hanoi,Asia/Bangkok,2024-05-16 21:15,Unsafe
Yemen,Sanaa,Asia/Aden,2024-05-16 17:15,Caution
Zambia,Lusaka,Africa/Lusaka,2024-05-16 16:15,Safe
Zimbabwe,Harare,Africa/Harare,2024-05-16 16:00,Safe
Afghanistan,Kabul,Asia/Kabul,2024-05-17 20:30,Safe
Albania,Tirana,Europe/Tirane,2024-05-17 18:00,Caution
Algeria,Algiers,Africa/Algiers,2024-05-17 17:00,Safe
Andorra,Andorra La Vella,Europe/Andorra,2024-05-17 18:00,Safe
Angola,Luanda,Africa/Luanda,2024-05-17 17:00,Caution
Antigua and Barbuda,Saint John's,America/Antigua,2024-05-17 12:00,Safe
Argentina,Buenos Aires,America/Argentina/Buenos_Aires,2024-05-17 13:00,Safe
Armenia,Yerevan,Asia/Yerevan,2024-05-17 20:00,Safe
Australia,Canberra,Australia/Sydney,2024-05-18 02:00,Safe
Austria,Vienna,Europe/Vienna,2024-05-17 18:00,Caution
Azerbaijan,Baku,Asia/Baku,2024-05-17 20:00,Unsafe
Bahamas,Nassau,America/Nassau,2024-05-17 12:00,Caution
Bahrain,Manama,Asia/Bahrain,2024-05-17 19:00,Caution
Bangladesh,Dhaka,Asia/Dhaka,2024-05-17 22:00,Caution
Barbados,Bridgetown,America/Barbados,2024-05-17 12:00,Caution
Belarus,Minsk,Europe/Minsk,2024-05-17 19:00,Safe
Belgium,Brussels,Europe/Brussels,2024-05-17 18:00,Caution
Belize,Belmopan,America/Belize,2024-05-17 10:00,Caution
Benin,Porto-Novo,Africa/Porto-Novo,2024-05-17 17:00,Safe
Bhutan,Thimphu,Asia/Thimphu,2024-05-17 22:00,Unsafe
Bolivia,Sucre,America/La_Paz,2024-05-17 12:00,Safe
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo,2024-05-17 18:00,Safe
Botswana,Gaborone,Africa/Gaborone,2024-05-17 18:00,Caution
Brazil,Bras,America/Manaus,2024-05-17 12:00,Caution
Brunei Darussalam,Bandar Seri Begawan,Asia/Brunei,2024-05-18 00:00,Unsafe
Bulgaria,Sofia,Europe/Sofia,2024-05-17 19:00,Safe
Burkina Faso,Ouagadougou,Africa/Ouagadougou,2024-05-17 16:00,Caution
Burundi,Bujumbura,Africa/Bujumbura,2024-05-17 18:00,Caution
Madagascar,Ivory,Indian/Antananarivo,2024-05-17 19:00,Safe
Cape Verde,Praia,Atlantic/Cape_Verde,2024-05-17 15:00,Safe
Cambodia,Phnom Penh,Asia/Phnom_Penh,2024-05-17 23:00,Caution
Cameroon,Yaounde,Africa/Douala,2024-05-17 17:00,Safe
Canada,Ottawa,America/Toronto,2024-05-17 12:00,Caution
Central African Republic,Bangui,Africa/Bangui,2024-05-17 17:00,Safe
Chad,N'djamena,Africa/Douala,2024-05-17 17:00,Caution
Chile,Santiago,America/Santiago,2024-05-17 12:00,Unsafe
China,Beijing,Asia/Shanghai,2024-05-18 00:00,Unsafe
Bulgaria,Bogot,Europe/Sofia,2024-05-17 19:00,Caution
Comoros,Moroni,Indian/Comoro,2024-05-17 19:00,Caution
Congo,Brazzaville,Africa/Brazzaville,2024-05-17 17:00,Caution
Costa Rica,San Juan,America/Costa_Rica,2024-05-17 10:00,Caution
Croatia,Zagreb,Europe/Zagreb,2024-05-17 18:00,Safe
Cuba,Havana,America/Havana,2024-05-17 12:00,Safe
Cyprus,Nicosia,Asia/Famagusta,2024-05-17 19:00,Safe
Czech Republic,Prague,Europe/Prague,2024-05-17 18:00,Unsafe
Democratic Republic of Congo,Kinshasa,Africa/Brazzaville,2024-05-17 17:00,Caution
Denmark,Copenhagen,Europe/Copenhagen,2024-05-17 18:00,Caution
Djibouti,Djibouti,Africa/Djibouti,2024-05-17 19:00,Caution
Dominica,Roseau,America/Dominica,2024-05-17 12:00,Safe
Dominican Republic,Santo Domingo,America/Santo_Domingo,2024-05-17 12:00,Safe
Ecuador,Quito,America/Guayaquil,2024-05-17 11:00,Caution
Egypt,Cairo,Africa/Cairo,2024-05-17 19:00,Caution
El Salvador,San Salvador,America/El_Salvador,2024-05-17 10:00,Caution
Equatorial Guinea,Malabo,Africa/Malabo,2024-05-17 17:00,Caution
Eritrea,Asmara,Africa/Asmara,2024-05-17 19:00,Safe
Estonia,Tallinn,Europe/Tallinn,2024-05-17 19:00,Safe
Swaziland,Mbabane,Africa/Mbabane,2024-05-17 18:00,Safe
Ethiopia,Addis Ababa,Africa/Addis_Ababa,2024-05-17 19:00,Caution
Fiji Islands,Suva,Pacific/Fiji,2024-05-18 04:00,Unsafe
Finland,Helsinki,Europe/Helsinki,2024-05-17 19:00,Safe
France,Paris,Europe/Paris,2024-05-17 18:00,Safe
Gabon,Libreville,Africa/Libreville,2024-05-17 17:00,Caution
Gambia,Banjul,Africa/Banjul,2024-05-17 16:00,Caution
Georgia,Tbilisi,Asia/Tbilisi,2024-05-17 20:00,Caution
Germany,Berlin,Europe/Berlin,2024-05-17 18:00,Caution
Ghana,Accra,Africa/Accra,2024-05-17 16:00,Safe
Greece,Athens,Europe/Athens,2024-05-17 19:00,Safe
Grenada,Saint George's,America/Grenada,2024-05-17 12:00,Safe
Guatemala,Guatemala City,America/Guatemala,2024-05-17 10:00,Caution
Guinea,Conakry,Africa/Conakry,2024-05-17 16:00,Caution
Guinea-Bissau,Bissau,Africa/Bissau,2024-05-17 16:00,Safe
Guyana,Georgetown,America/Guyana,2024-05-17 12:00,Unsafe
Haiti,Port-Au-Prince,America/Port-au-Prince,2024-05-17 12:00,Safe
Vatican City,Vatican City,Europe/Rome,2024-05-17 18:00,Safe
Honduras,Tegucigalpa,America/Tegucigalpa,2024-05-17 10:00,Safe
Hungary,Budapest,Europe/Budapest,2024-05-17 18:00,Caution
Iceland,Grindavik,Atlantic/Reykjavik,2024-05-17 16:00,Safe
India,New Delhi,Asia/Kolkata,2024-05-17 21:30,Caution
Indonesia,Jakarta,Asia/Jakarta,2024-05-17 23:00,Unsafe
Iran,Tehran,Asia/Tehran,2024-05-17 19:30,Safe
Iraq,Baghdad,Asia/Baghdad,2024-05-17 19:00,Caution
Ireland,Dublin,Europe/Dublin,2024-05-17 17:00,Caution
Israel,Jerusalem,Asia/Jerusalem,2024-05-17 19:00,Safe
Italy,Rome,Europe/Rome,2024-05-17 18:00,Safe
Jamaica,Norman Gardens,America/Jamaica,2024-05-17 11:00,Caution
Japan,Tokyo,Asia/Tokyo,2024-05-18 01:00,Caution
Jordan,Amman,Asia/Amman,2024-05-17 19:00,Safe
Kazakhstan,Astana,Asia/Almaty,2024-05-17 21:00,Caution
Kenya,Nairobi,Africa/Nairobi,2024-05-17 19:00,Unsafe
Kiribati,Tarawa,Pacific/Tarawa,2024-05-18 04:00,Safe
Kuwait,Kuwait City,Asia/Kuwait,2024-05-17 19:00,Unsafe
Kyrghyzstan,Bishkek,Asia/Bishkek,2024-05-17 22:00,Safe
Indonesia,Laos,Asia/Jakarta,2024-05-17 23:00,Unsafe
Latvia,Riga,Europe/Riga,2024-05-17 19:00,Safe
Lebanon,Beirut,Asia/Beirut,2024-05-17 19:00,Safe
Lesotho,Maseru,Africa/Johannesburg,2024-05-17 18:00,Safe
Liberia,Monrovia,Africa/Monrovia,2024-05-17 16:00,Safe
Thailand,Nan,Asia/Bangkok,2024-05-17 23:00,Caution
Liechtenstein,Vaduz,Europe/Vaduz,2024-05-17 18:00,Safe
Lithuania,Vilnius,Europe/Vilnius,2024-05-17 19:00,Safe
Luxembourg,Luxembourg,Europe/Luxembourg,2024-05-17 18:00,Unsafe
Madagascar,Antananarivo,Indian/Antananarivo,2024-05-17 19:00,Caution
Malawi,Lilongwe,Africa/Blantyre,2024-05-17 18:00,Safe
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur,2024-05-18 00:00,Unsafe
Maldives,Felidhoo,Indian/Maldives,2024-05-17 21:00,Caution
Mali,Bamako,Africa/Bamako,2024-05-17 16:00,Safe
Malta,Valletta,Europe/Malta,2024-05-17 18:00,Safe
Marshall Islands,Majuro,Pacific/Majuro,2024-05-18 04:00,Caution
Mauritania,Nouakchott,Africa/Nouakchott,2024-05-17 16:00,Caution
Mauritius,Port Louis,Indian/Mauritius,2024-05-17 20:00,Caution
Mexico,Mexico City,America/Mexico_City,2024-05-17 10:00,Unsafe
Micronesia,Palikir,Pacific/Pohnpei,2024-05-18 03:00,Unsafe
Iran,Chi Chi Khvar,Asia/Tehran,2024-05-17 19:30,Caution
Monaco,Monaco,Europe/Monaco,2024-05-17 18:00,Safe
Mongolia,Ulaanbaatar,Asia/Ulaanbaatar,2024-05-18 00:00,Safe
Montenegro,Podgorica,Europe/Podgorica,2024-05-17 18:00,Caution
Mozambique,Maputo,Africa/Maputo,2024-05-17 18:00,Safe
Myanmar,Pathein,Asia/Yangon,2024-05-17 22:30,Caution
Namibia,Windhoek,Africa/Windhoek,2024-05-17 18:00,Safe
Turkey,Yaren,Europe/Istanbul,2024-05-17 19:00,Caution
Nepal,Kathmandu,Asia/Kathmandu,2024-05-17 21:45,Caution
Netherlands,Amsterdam,Europe/Amsterdam,2024-05-17 18:00,Caution
New Zealand,Wellington,Pacific/Auckland,2024-05-18 04:00,Unsafe
Nicaragua,Managua,America/Managua,2024-05-17 10:00,Caution
Niger,Niamey,Africa/Niamey,2024-05-17 17:00,Caution
Nigeria,Abuja,Africa/Lagos,2024-05-17 17:00,Safe
North Korea,Pyongyang,Asia/Pyongyang,2024-05-18 01:00,Caution
Macedonia,Skopje,Europe/Skopje,2024-05-17 18:00,Safe
Norway,Oslo,Europe/Oslo,2024-05-17 18:00,Safe
Oman,Muscat,Asia/Muscat,2024-05-17 20:00,Caution
Pakistan,Islamabad,Asia/Karachi,2024-05-17 21:00,Caution
Palau,Meyungs,Pacific/Palau,2024-05-18 01:00,Caution
Bolivia,National,America/La_Paz,2024-05-17 12:00,Safe
Panama,Panama City,America/Panama,2024-05-17 11:00,Safe
Papua New Guinea,Port Moresby,Pacific/Port_Moresby,2024-05-18 02:00,Unsafe
Paraguay,Pasto,America/La_Paz,2024-05-17 12:00,Safe
Peru,Lima,America/Lima,2024-05-17 11:00,Caution
Philippines,Manila,Asia/Manila,2024-05-18 00:00,Caution
Poland,Warsaw,Europe/Warsaw,2024-05-17 18:00,Caution
Portugal,Lisbon,Europe/Lisbon,2024-05-17 17:00,Safe
Qatar,Doha,Asia/Qatar,2024-05-17 19:00,Caution
Romania,Bucharest,Europe/Bucharest,2024-05-17 19:00,Safe
Russia,Moscow,Europe/Moscow,2024-05-17 19:00,Safe
Rwanda,Kigali,Africa/Kigali,2024-05-17 18:00,Safe
Saint Kitts and Nevis,Basseterre,America/St_Kitts,2024-05-17 12:15,Caution
Saint Lucia,Castries,America/St_Lucia,2024-05-17 12:15,Caution
Saint Vincent and the Grenadines,Kingstown,America/St_Vincent,2024-05-17 12:15,Caution
Samoa,Apia,Pacific/Apia,2024-05-18 05:15,Unsafe
San Marino,San Marino,Europe/Rome,2024-05-17 18:00,Safe
Belgium,'S Gravenstaffel,Europe/Brussels,2024-05-17 18:00,Safe
Saudi Arabia,Riyadh,Asia/Riyadh,2024-05-17 19:15,Caution
Senegal,Dakar,Africa/Dakar,2024-05-17 16:15,Safe
Serbia,Belgrade,Europe/Belgrade,2024-05-17 18:15,Caution
Seychelles Islands,Victoria,Indian/Mahe,2024-05-17 20:00,Caution
Sierra Leone,Freetown,Africa/Freetown,2024-05-17 16:15,Caution
Singapore,Singapore,Asia/Singapore,2024-05-18 00:15,Caution
Slovakia,Bratislava,Europe/Bratislava,2024-05-17 18:00,Unsafe
Slovenia,Ljubljana,Europe/Ljubljana,2024-05-17 18:15,Safe
Solomon Islands,Honiara,Pacific/Guadalcanal,2024-05-18 03:15,Caution
Somalia,Mogadishu,Africa/Mogadishu,2024-05-17 19:15,Caution
South Africa,Pretoria,Africa/Johannesburg,2024-05-17 18:15,Caution
South Korea,Seoul,Asia/Seoul,2024-05-18 01:00,Caution
Sudan,Juba,Africa/Khartoum,2024-05-17 18:15,Caution
Spain,Madrid,Europe/Madrid,2024-05-17 18:15,Safe
Sri Lanka,Colombo,Asia/Colombo,2024-05-17 21:45,Unsafe
Sudan,Khartoum,Africa/Khartoum,2024-05-17 18:15,Caution
Suriname,Paramaribo,America/Paramaribo,2024-05-17 13:15,Caution
Sweden,Stockholm,Europe/Stockholm,2024-05-17 18:15,Safe
Switzerland,Bern,Europe/Zurich,2024-05-17 18:15,Safe
Syria,Damascus,Asia/Damascus,2024-05-17 19:15,Safe
Tajikistan,Dushanbe,Asia/Dushanbe,2024-05-17 21:15,Safe
Tanzania,Dodoma,Africa/Dar_es_Salaam,2024-05-17 19:15,Safe
Timor-Leste,Dili,Asia/Dili,2024-05-18 01:15,Safe
Bulgaria,Lom,Europe/Bucharest,2024-05-17 19:15,Caution
Tonga,Nuku`Aloia,Pacific/Tongatapu,2024-05-18 05:15,Unsafe
Trinidad and Tobago,Port Of Spain,America/Port_of_Spain,2024-05-17 12:15,Unsafe
Tunisia,Tunis,Africa/Tunis,2024-05-17 17:00,Safe
Turkey,Ankara,Europe/Istanbul,2024-05-17 19:00,Safe
Turkmenistan,Ashgabat,Asia/Ashgabat,2024-05-17 21:15,Safe
Tuvalu,Funafuti,Pacific/Funafuti,2024-05-18 04:15,Caution
Uganda,Kampala,Africa/Kampala,2024-05-17 19:15,Safe
Ukraine,Kyiv,Europe/Kiev,2024-05-17 19:00,Safe
United Arab Emirates,Abu Dhabi,Asia/Dubai,2024-05-17 20:15,Caution
United Kingdom,London,Europe/London,2024-05-17 17:15,Safe
United States of America,Washington Park,America/Los_Angeles,2024-05-17 09:15,Safe
Uruguay,Montevideo,America/Montevideo,2024-05-17 13:15,Safe
Uzbekistan,Tashkent,Asia/Tashkent,2024-05-17 21:00,Caution
Vanuatu,Port Vila,Pacific/Efate,2024-05-18 03:15,Caution
Venezuela,Caracas,America/Caracas,2024-05-17 12:15,Caution
Vietnam,Hanoi,Asia/Bangkok,2024-05-17 23:15,Caution
Yemen,Sanaa,Asia/Aden,2024-05-17 19:15,Caution
Zambia,Lusaka,Africa/Lusaka,2024-05-17 18:15,Safe
Zimbabwe,Harare,Africa/Harare,2024-05-17 18:15,Caution
Afghanistan,Kabul,Asia/Kabul,2024-05-18 19:00,Safe
Albania,Tirana,Europe/Tirane,2024-05-18 16:30,Caution
Algeria,Algiers,Africa/Algiers,2024-05-18 15:30,Safe
Andorra,Andorra La Vella,Europe/Andorra,2024-05-18 16:30,Safe
Angola,Luanda,Africa/Luanda,2024-05-18 15:30,Caution
Antigua and Barbuda,Saint John's,America/Antigua,2024-05-18 10:30,Safe
Argentina,Buenos Aires,America/Argentina/Buenos_Aires,2024-05-18 11:30,Caution
Armenia,Yerevan,Asia/Yerevan,2024-05-18 18:30,Safe
Austria,Vienna,Europe/Vienna,2024-05-18 16:30,Safe
Azerbaijan,Baku,Asia/Baku,2024-05-18 18:30,Safe
Bahamas,Nassau,America/Nassau,2024-05-18 10:30,Safe
Bahrain,Manama,Asia/Bahrain,2024-05-18 17:30,Unsafe
Bangladesh,Dhaka,Asia/Dhaka,2024-05-18 20:30,Caution
Barbados,Bridgetown,America/Barbados,2024-05-18 10:30,Caution
Belarus,Minsk,Europe/Minsk,2024-05-18 17:30,Safe
Belgium,Brussels,Europe/Brussels,2024-05-18 16:30,Safe
Belize,Belmopan,America/Belize,2024-05-18 08:30,Caution
Benin,Porto-Novo,Africa/Porto-Novo,2024-05-18 15:30,Safe
Bhutan,Thimphu,Asia/Thimphu,2024-05-18 20:30,Unsafe
Bolivia,Sucre,America/La_Paz,2024-05-18 10:30,Caution
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo,2024-05-18 16:30,Safe
Botswana,Gaborone,Africa/Gaborone,2024-05-18 16:30,Safe
Brazil,Bras,America/Manaus,2024-05-18 10:30,Caution
Brunei Darussalam,Bandar Seri Begawan,Asia/Brunei,2024-05-18 22:30,Unsafe
Bulgaria,Sofia,Europe/Sofia,2024-05-18 17:30,Safe
Burkina Faso,Ouagadougou,Africa/Ouagadougou,2024-05-18 14:30,Caution
Burundi,Bujumbura,Africa/Bujumbura,2024-05-18 16:30,Safe
Madagascar,Ivory,Indian/Antananarivo,2024-05-18 17:30,Safe
Cape Verde,Praia,Atlantic/Cape_Verde,2024-05-18 13:30,Caution
Cambodia,Phnom Penh,Asia/Phnom_Penh,2024-05-18 21:30,Safe
Cameroon,Yaounde,Africa/Douala,2024-05-18 15:30,Safe
Canada,Ottawa,America/Toronto,2024-05-18 10:30,Caution
Central African Republic,Bangui,Africa/Bangui,2024-05-18 15:30,Safe
Chad,N'djamena,Africa/Douala,2024-05-18 15:30,Caution
Chile,Santiago,America/Santiago,2024-05-18 10:30,Unsafe
China,Beijing,Asia/Shanghai,2024-05-18 22:30,Unsafe
Bulgaria,Bogot,Europe/Sofia,2024-05-18 17:30,Safe
Comoros,Moroni,Indian/Comoro,2024-05-18 17:30,Caution
Congo,Brazzaville,Africa/Brazzaville,2024-05-18 15:30,Safe
Costa Rica,San Juan,America/Costa_Rica,2024-05-18 08:30,Safe
Croatia,Zagreb,Europe/Zagreb,2024-05-18 16:30,Safe
Cuba,Havana,America/Havana,2024-05-18 10:30,Safe
Cyprus,Nicosia,Asia/Famagusta,2024-05-18 17:30,Caution
Czech Republic,Prague,Europe/Prague,2024-05-18 16:30,Safe
Democratic Republic of Congo,Kinshasa,Africa/Brazzaville,2024-05-18 15:30,Safe
Denmark,Copenhagen,Europe/Copenhagen,2024-05-18 16:30,Safe
Djibouti,Djibouti,Africa/Djibouti,2024-05-18 17:30,Safe
Dominica,Roseau,America/Dominica,2024-05-18 10:30,Safe
Dominican Republic,Santo Domingo,America/Santo_Domingo,2024-05-18 10:30,Caution
Ecuador,Quito,America/Guayaquil,2024-05-18 09:30,Caution
Egypt,Cairo,Africa/Cairo,2024-05-18 17:30,Caution
El Salvador,San Salvador,America/El_Salvador,2024-05-18 08:30,Caution
Equatorial Guinea,Malabo,Africa/Malabo,2024-05-18 15:30,Caution
Eritrea,Asmara,Africa/Asmara,2024-05-18 17:30,Caution
Estonia,Tallinn,Europe/Tallinn,2024-05-18 17:30,Safe
Swaziland,Mbabane,Africa/Mbabane,2024-05-18 16:30,Safe
Ethiopia,Addis Ababa,Africa/Addis_Ababa,2024-05-18 17:30,Safe
Fiji Islands,Suva,Pacific/Fiji,2024-05-19 02:30,Unsafe
Finland,Helsinki,Europe/Helsinki,2024-05-18 17:30,Safe
France,Paris,Europe/Paris,2024-05-18 16:30,Safe
Gabon,Libreville,Africa/Libreville,2024-05-18 15:30,Caution
Gambia,Banjul,Africa/Banjul,2024-05-18 14:30,Safe
Georgia,Tbilisi,Asia/Tbilisi,2024-05-18 18:30,Caution
Germany,Berlin,Europe/Berlin,2024-05-18 16:30,Safe
Ghana,Accra,Africa/Accra,2024-05-18 14:30,Safe
Greece,Athens,Europe/Athens,2024-05-18 17:30,Caution
Grenada,Saint George's,America/Grenada,2024-05-18 10:30,Safe
Guatemala,Guatemala City,America/Guatemala,2024-05-18 08:30,Unsafe
Guinea,Conakry,Africa/Conakry,2024-05-18 14:30,Safe
Guinea-Bissau,Bissau,Africa/Bissau,2024-05-18 14:30,Safe
Guyana,Georgetown,America/Guyana,2024-05-18 10:30,Safe
Haiti,Port-Au-Prince,America/Port-au-Prince,2024-05-18 10:30,Safe
Vatican City,Vatican City,Europe/Rome,2024-05-18 16:30,Safe
Honduras,Tegucigalpa,America/Tegucigalpa,2024-05-18 08:30,Safe
Hungary,Budapest,Europe/Budapest,2024-05-18 16:30,Safe
Iceland,Grindavik,Atlantic/Reykjavik,2024-05-18 14:30,Safe
India,New Delhi,Asia/Kolkata,2024-05-18 20:00,Caution
Indonesia,Jakarta,Asia/Jakarta,2024-05-18 21:30,Unsafe
Iran,Tehran,Asia/Tehran,2024-05-18 18:00,Caution
Iraq,Baghdad,Asia/Baghdad,2024-05-18 17:30,Safe
Ireland,Dublin,Europe/Dublin,2024-05-18 15:30,Caution
Israel,Jerusalem,Asia/Jerusalem,2024-05-18 17:30,Caution
Italy,Rome,Europe/Rome,2024-05-18 16:30,Safe
Jamaica,Norman Gardens,America/Jamaica,2024-05-18 09:30,Safe
Japan,Tokyo,Asia/Tokyo,2024-05-18 23:30,Caution
Jordan,Amman,Asia/Amman,2024-05-18 17:30,Caution
Kazakhstan,Astana,Asia/Almaty,2024-05-18 19:30,Safe
Kenya,Nairobi,Africa/Nairobi,2024-05-18 17:30,Caution
Kiribati,Tarawa,Pacific/Tarawa,2024-05-19 02:30,Safe
Kuwait,Kuwait City,Asia/Kuwait,2024-05-18 17:30,Unsafe
Kyrghyzstan,Bishkek,Asia/Bishkek,2024-05-18 20:30,Caution
Indonesia,Laos,Asia/Jakarta,2024-05-18 21:30,Unsafe
Latvia,Riga,Europe/Riga,2024-05-18 17:30,Safe
Lebanon,Beirut,Asia/Beirut,2024-05-18 17:30,Safe
Lesotho,Maseru,Africa/Johannesburg,2024-05-18 16:30,Safe
Liberia,Monrovia,Africa/Monrovia,2024-05-18 14:30,Safe
Thailand,Nan,Asia/Bangkok,2024-05-18 21:30,Safe
Liechtenstein,Vaduz,Europe/Vaduz,2024-05-18 16:30,Safe
Lithuania,Vilnius,Europe/Vilnius,2024-05-18 17:30,Safe
Luxembourg,Luxembourg,Europe/Luxembourg,2024-05-18 16:30,Caution
Madagascar,Antananarivo,Indian/Antananarivo,2024-05-18 17:30,Safe
Malawi,Lilongwe,Africa/Blantyre,2024-05-18 16:30,Safe
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur,2024-05-18 22:30,Caution
Maldives,Felidhoo,Indian/Maldives,2024-05-18 19:30,Unsafe
Mali,Bamako,Africa/Bamako,2024-05-18 14:30,Safe
Malta,Valletta,Europe/Malta,2024-05-18 16:30,Unsafe
Marshall Islands,Majuro,Pacific/Majuro,2024-05-19 02:30,Caution
Mauritania,Nouakchott,Africa/Nouakchott,2024-05-18 14:30,Caution
Mauritius,Port Louis,Indian/Mauritius,2024-05-18 18:30,Safe
Mexico,Mexico City,America/Mexico_City,2024-05-18 08:30,Caution
Micronesia,Palikir,Pacific/Pohnpei,2024-05-19 01:30,Caution
Iran,Chi Chi Khvar,Asia/Tehran,2024-05-18 18:00,Safe
Monaco,Monaco,Europe/Monaco,2024-05-18 16:30,Safe
Mongolia,Ulaanbaatar,Asia/Ulaanbaatar,2024-05-18 22:30,Safe
Montenegro,Podgorica,Europe/Podgorica,2024-05-18 16:30,Caution
Morocco,Rabat,Africa/Casablanca,2024-05-18 15:30,Safe
Mozambique,Maputo,Africa/Maputo,2024-05-18 16:30,Safe
Myanmar,Pathein,Asia/Yangon,2024-05-18 21:00,Safe
Namibia,Windhoek,Africa/Windhoek,2024-05-18 16:30,Safe
Turkey,Yaren,Europe/Istanbul,2024-05-18 17:30,Safe
Nepal,Kathmandu,Asia/Kathmandu,2024-05-18 20:15,Caution
Netherlands,Amsterdam,Europe/Amsterdam,2024-05-18 16:30,Safe
New Zealand,Wellington,Pacific/Auckland,2024-05-19 02:30,Caution
Nicaragua,Managua,America/Managua,2024-05-18 08:30,Caution
Niger,Niamey,Africa/Niamey,2024-05-18 15:30,Caution
Nigeria,Abuja,Africa/Lagos,2024-05-18 15:30,Safe
North Korea,Pyongyang,Asia/Pyongyang,2024-05-18 23:30,Caution
Macedonia,Skopje,Europe/Skopje,2024-05-18 16:30,Safe
Norway,Oslo,Europe/Oslo,2024-05-18 16:30,Safe
Oman,Muscat,Asia/Muscat,2024-05-18 18:30,Caution
Pakistan,Islamabad,Asia/Karachi,2024-05-18 19:30,Safe
Palau,Meyungs,Pacific/Palau,2024-05-18 23:30,Unsafe
Bolivia,National,America/La_Paz,2024-05-18 10:30,Safe
Panama,Panama City,America/Panama,2024-05-18 09:30,Safe
Papua New Guinea,Port Moresby,Pacific/Port_Moresby,2024-05-19 00:30,Caution
Paraguay,Pasto,America/La_Paz,2024-05-18 10:30,Safe
Peru,Lima,America/Lima,2024-05-18 09:30,Caution
Poland,Warsaw,Europe/Warsaw,2024-05-18 16:30,Safe
Portugal,Lisbon,Europe/Lisbon,2024-05-18 15:30,Safe
Qatar,Doha,Asia/Qatar,2024-05-18 17:30,Caution
Romania,Bucharest,Europe/Bucharest,2024-05-18 17:30,Safe
Russia,Moscow,Europe/Moscow,2024-05-18 17:30,Safe
Rwanda,Kigali,Africa/Kigali,2024-05-18 16:30,Safe
Saint Kitts and Nevis,Basseterre,America/St_Kitts,2024-05-18 10:30,Safe
Saint Lucia,Castries,America/St_Lucia,2024-05-18 10:30,Safe
Saint Vincent and the Grenadines,Kingstown,America/St_Vincent,2024-05-18 10:30,Caution
Samoa,Apia,Pacific/Apia,2024-05-19 03:30,Unsafe
San Marino,San Marino,Europe/Rome,2024-05-18 16:30,Safe
Belgium,'S Gravenstaffel,Europe/Brussels,2024-05-18 16:30,Unsafe
Saudi Arabia,Riyadh,Asia/Riyadh,2024-05-18 17:30,Caution
Senegal,Dakar,Africa/Dakar,2024-05-18 14:30,Caution
Serbia,Belgrade,Europe/Belgrade,2024-05-18 16:30,Safe
Seychelles Islands,Victoria,Indian/Mahe,2024-05-18 18:30,Caution
Sierra Leone,Freetown,Africa/Freetown,2024-05-18 14:30,Safe
Singapore,Singapore,Asia/Singapore,2024-05-18 22:30,Safe
Slovakia,Bratislava,Europe/Bratislava,2024-05-18 16:30,Safe
Slovenia,Ljubljana,Europe/Ljubljana,2024-05-18 16:30,Safe
Solomon Islands,Honiara,Pacific/Guadalcanal,2024-05-19 01:30,Unsafe
Somalia,Mogadishu,Africa/Mogadishu,2024-05-18 17:30,Caution
South Africa,Pretoria,Africa/Johannesburg,2024-05-18 16:30,Caution
South Korea,Seoul,Asia/Seoul,2024-05-18 23:30,Caution
Sudan,Juba,Africa/Khartoum,2024-05-18 16:30,Caution
Spain,Madrid,Europe/Madrid,2024-05-18 16:30,Safe
Sri Lanka,Colombo,Asia/Colombo,2024-05-18 20:00,Unsafe
Sudan,Khartoum,Africa/Khartoum,2024-05-18 16:30,Caution
Suriname,Paramaribo,America/Paramaribo,2024-05-18 11:30,Safe
Sweden,Stockholm,Europe/Stockholm,2024-05-18 16:30,Safe
Switzerland,Bern,Europe/Zurich,2024-05-18 16:30,Safe
Syria,Damascus,Asia/Damascus,2024-05-18 17:30,Caution
Tajikistan,Dushanbe,Asia/Dushanbe,2024-05-18 19:30,Safe
Tanzania,Dodoma,Africa/Dar_es_Salaam,2024-05-18 17:30,Safe
Thailand,Bangkok,Asia/Bangkok,2024-05-18 21:30,Caution
Timor-Leste,Dili,Asia/Dili,2024-05-18 23:30,Safe
Bulgaria,Lom,Europe/Bucharest,2024-05-18 17:30,Safe
Tonga,Nuku`Aloia,Pacific/Tongatapu,2024-05-19 03:30,Unsafe
Trinidad and Tobago,Port Of Spain,America/Port_of_Spain,2024-05-18 10:30,Caution
Tunisia,Tunis,Africa/Tunis,2024-05-18 15:30,Caution
Turkey,Ankara,Europe/Istanbul,2024-05-18 17:30,Safe
Turkmenistan,Ashgabat,Asia/Ashgabat,2024-05-18 19:30,Caution
Tuvalu,Funafuti,Pacific/Funafuti,2024-05-19 02:30,Caution
Uganda,Kampala,Africa/Kampala,2024-05-18 17:30,Safe
Ukraine,Kyiv,Europe/Kiev,2024-05-18 17:30,Safe
United Arab Emirates,Abu Dhabi,Asia/Dubai,2024-05-18 18:30,Caution
United Kingdom,London,Europe/London,2024-05-18 15:30,Safe
